track_name,artist_name,playcount,listeners,url,image_url
Está Cabrón Ser Yo.,Bad Bunny,1,1,https://www.last.fm/music/Bad+Bunny/_/Est%C3%A1+Cabr%C3%B3n+Ser+Yo.,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
‎Un Coco,Bad Bunny,1,1,https://www.last.fm/music/Bad+Bunny/_/%E2%80%8EUn+Coco,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
"Mia (RMX) [Feat Drake, Sean Paul]",Bad Bunny,1,1,"https://www.last.fm/music/Bad+Bunny/_/Mia+(RMX)+%5BFeat+Drake,+Sean+Paul%5D",https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
Tarot w Jhay Cortez,Bad Bunny,1,1,https://www.last.fm/music/Bad+Bunny/_/Tarot+w+Jhay+Cortez,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
Tití Me Preguntó (Chief Hoppa Tech Room Remix),Bad Bunny,1,1,https://www.last.fm/music/Bad+Bunny/_/Tit%C3%AD+Me+Pregunt%C3%B3+(Chief+Hoppa+Tech+Room+Remix),https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
Titi Me Pregunto /2022.05/,Bad Bunny,1,1,https://www.last.fm/music/Bad+Bunny/_/Titi+Me+Pregunto+%2F2022.05%2F,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
La Noche de Anoche ft  Rosalía Live,Bad Bunny,1,1,https://www.last.fm/music/Bad+Bunny/_/La+Noche+de+Anoche+ft++Rosal%C3%ADa+Live,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
Moscow Mule (Bassad Future Riddim Bootleg) (CLIP),Bad Bunny,1,1,https://www.last.fm/music/Bad+Bunny/_/Moscow+Mule+(Bassad+Future+Riddim+Bootleg)+(CLIP),https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
Tagilatelle Santeria,Bad Bunny,1,1,https://www.last.fm/music/Bad+Bunny/_/Tagilatelle+Santeria,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
Moscow Mule (Intro - Dirty) 100,Bad Bunny,1,1,https://www.last.fm/music/Bad+Bunny/_/Moscow+Mule+(Intro+-+Dirty)+100,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
Los Chicos No Lloran FEAT. LOS SHAINS,Bad Bunny,1,1,https://www.last.fm/music/Bad+Bunny/_/Los+Chicos+No+Lloran+FEAT.+LOS+SHAINS,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
Robot Lullaby (feat. Bad Bunny),Bad Bunny,1,1,https://www.last.fm/music/Bad+Bunny/_/Robot+Lullaby+(feat.+Bad+Bunny),https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
P FKN R(feat. Kendo Kaponi & Arcángel),Bad Bunny,1,1,https://www.last.fm/music/Bad+Bunny/_/P+FKN+R(feat.+Kendo+Kaponi+&+Arc%C3%A1ngel),https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
CÓMO SE SIENTE (Remix) [Con Jhay Cortez],Bad Bunny,1,1,https://www.last.fm/music/Bad+Bunny/_/C%C3%93MO+SE+SIENTE+(Remix)+%5BCon+Jhay+Cortez%5D,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
Soy Peor *FAST*,Bad Bunny,1,1,https://www.last.fm/music/Bad+Bunny/_/Soy+Peor+%2AFAST%2A,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
Dos Mil 16 ◖◗,Bad Bunny,1,1,https://www.last.fm/music/Bad+Bunny/_/Dos+Mil+16+%E2%97%96%E2%97%97,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
Amorfoda (Zulu Garcia Redrum) Clean,Bad Bunny,1,1,https://www.last.fm/music/Bad+Bunny/_/Amorfoda+(Zulu+Garcia+Redrum)+Clean,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
"Nadie Cree En Ti Ft. Ñengo Flow, Pusho & Luigi 21",Bad Bunny,1,1,"https://www.last.fm/music/Bad+Bunny/_/Nadie+Cree+En+Ti+Ft.+%C3%91engo+Flow,+Pusho+&+Luigi+21",https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
Haters - Remix,Bad Bunny,1,1,https://www.last.fm/music/Bad+Bunny/_/Haters+-+Remix,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
Otra Vez (By Jgalvez),Bad Bunny,1,1,https://www.last.fm/music/Bad+Bunny/_/Otra+Vez+(By+Jgalvez),https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
66. Moscow Mule [Explicit],Bad Bunny,1,1,https://www.last.fm/music/Bad+Bunny/_/66.+Moscow+Mule+%5BExplicit%5D,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
"Hablamos MaÃ±ana feat. DÃ¼ki, Pablo Chill-E",Bad Bunny,1,1,"https://www.last.fm/music/Bad+Bunny/_/Hablamos+Ma%C3%83%C2%B1ana+feat.+D%C3%83%C2%BCki,+Pablo+Chill-E",https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
"Diles   Bad Bunny, Ozuna, Farruko, Arcangel, Ñengo Flow",Bad Bunny,1,1,"https://www.last.fm/music/Bad+Bunny/_/Diles+++Bad+Bunny,+Ozuna,+Farruko,+Arcangel,+%C3%91engo+Flow",https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
<3 (Gracias),Bad Bunny,1,1,https://www.last.fm/music/Bad+Bunny/_/%3C3+(Gracias),https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
Trap Mix VOL. 3 [Lo Mas Pegado del Momento!,Bad Bunny,1,1,https://www.last.fm/music/Bad+Bunny/_/Trap+Mix+VOL.+3+%5BLo+Mas+Pegado+del+Momento%21,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
Moscow Mule (AROCK Remix) (Clean Extended),Bad Bunny,1,1,https://www.last.fm/music/Bad+Bunny/_/Moscow+Mule+(AROCK+Remix)+(Clean+Extended),https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
Hablamos Mañana (Duki & Pablo Chill-E),Bad Bunny,1,1,https://www.last.fm/music/Bad+Bunny/_/Hablamos+Ma%C3%B1ana+(Duki+&+Pablo+Chill-E),https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
Un Coco Freestyle,Bad Bunny,1,1,https://www.last.fm/music/Bad+Bunny/_/Un+Coco+Freestyle,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
115. Tití Me Preguntó,Bad Bunny,1,1,https://www.last.fm/music/Bad+Bunny/_/115.+Tit%C3%AD+Me+Pregunt%C3%B3,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
Instagram Live 2022 🔴,Bad Bunny,1,1,https://www.last.fm/music/Bad+Bunny/_/Instagram+Live+2022+%F0%9F%94%B4,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
El Apagon (Maesic Remix),Bad Bunny,1,1,https://www.last.fm/music/Bad+Bunny/_/El+Apagon+(Maesic+Remix),https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
13. Volví [Explicit],Bad Bunny,1,1,https://www.last.fm/music/Bad+Bunny/_/13.+Volv%C3%AD+%5BExplicit%5D,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
Moscow Mule (Dj Tone Bootleg) Dirty 2a 128,Bad Bunny,1,1,https://www.last.fm/music/Bad+Bunny/_/Moscow+Mule+(Dj+Tone+Bootleg)+Dirty+2a+128,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
Bad Bunny - Moscow Mule,Bad Bunny,1,1,https://www.last.fm/music/Bad+Bunny/_/Bad+Bunny+-+Moscow+Mule,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
La Zona (BPMLatino Hype Edit) (Dirty Short Edit),Bad Bunny,1,1,https://www.last.fm/music/Bad+Bunny/_/La+Zona+(BPMLatino+Hype+Edit)+(Dirty+Short+Edit),https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
A Tu Merced (Letras/Lyrics),Bad Bunny,1,1,https://www.last.fm/music/Bad+Bunny/_/A+Tu+Merced+(Letras%2FLyrics),https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
MTV MIAW 2019 (En Vivo / Live),Bad Bunny,1,1,https://www.last.fm/music/Bad+Bunny/_/MTV+MIAW+2019+(En+Vivo+%2F+Live),https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
La Dificil (BPMLatino Hype In) (Dirty Short Edit),Bad Bunny,1,1,https://www.last.fm/music/Bad+Bunny/_/La+Dificil+(BPMLatino+Hype+In)+(Dirty+Short+Edit),https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
9. Moscow Mule [Explicit],Bad Bunny,1,1,https://www.last.fm/music/Bad+Bunny/_/9.+Moscow+Mule+%5BExplicit%5D,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
182. Moscow Mule [Explicit],Bad Bunny,1,1,https://www.last.fm/music/Bad+Bunny/_/182.+Moscow+Mule+%5BExplicit%5D,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
El Apagón - Aquí Vive Gente | Un Verano Sin Ti,Bad Bunny,1,1,https://www.last.fm/music/Bad+Bunny/_/El+Apag%C3%B3n+-+Aqu%C3%AD+Vive+Gente+%7C+Un+Verano+Sin+Ti,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
Album - Un Verano Sin Ti - 023 - Moscow Mule,Bad Bunny,1,1,https://www.last.fm/music/Bad+Bunny/_/Album+-+Un+Verano+Sin+Ti+-+023+-+Moscow+Mule,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
"Soy Peor Remix () (con Arcangel, J Balvin y Ozuna)",Bad Bunny,1,1,"https://www.last.fm/music/Bad+Bunny/_/Soy+Peor+Remix+()+(con+Arcangel,+J+Balvin+y+Ozuna)",https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
Si Estuviéssemos Juntos,Bad Bunny,1,1,https://www.last.fm/music/Bad+Bunny/_/Si+Estuvi%C3%A9ssemos+Juntos,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
CANTARES DE NAVIDAD (Trio Vegabajeño),Bad Bunny,1,1,https://www.last.fm/music/Bad+Bunny/_/CANTARES+DE+NAVIDAD+(Trio+Vegabaje%C3%B1o),https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
Como Antes // Letra.,Bad Bunny,1,1,https://www.last.fm/music/Bad+Bunny/_/Como+Antes+%2F%2F+Letra.,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
Ignorantes [Feat Sech],Bad Bunny,1,1,https://www.last.fm/music/Bad+Bunny/_/Ignorantes+%5BFeat+Sech%5D,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
Hot Ni**as Freestyle,Bad Bunny,1,1,https://www.last.fm/music/Bad+Bunny/_/Hot+Ni%2A%2Aas+Freestyle,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
11. Efecto [Explicit],Bad Bunny,1,1,https://www.last.fm/music/Bad+Bunny/_/11.+Efecto+%5BExplicit%5D,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
Me Porto Bonito (ft. Chencho Corleone) (360° Visualizer),Bad Bunny,1,1,https://www.last.fm/music/Bad+Bunny/_/Me+Porto+Bonito+(ft.+Chencho+Corleone)+(360%C2%B0+Visualizer),https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
- Efecto (360° Visualizer) | Un Verano Sin Ti,Bad Bunny,1,1,https://www.last.fm/music/Bad+Bunny/_/-+Efecto+(360%C2%B0+Visualizer)+%7C+Un+Verano+Sin+Ti,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
No Me Conoce Remix,Bad Bunny,1,1,https://www.last.fm/music/Bad+Bunny/_/No+Me+Conoce+Remix,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
Solia (Lkhn Remix) (Extended) (Dirty),Bad Bunny,1,1,https://www.last.fm/music/Bad+Bunny/_/Solia+(Lkhn+Remix)+(Extended)+(Dirty),https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
AM Remix [Explicit],Bad Bunny,1,1,https://www.last.fm/music/Bad+Bunny/_/AM+Remix+%5BExplicit%5D,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
La Santa (with. Daddy Yankee),Bad Bunny,1,1,https://www.last.fm/music/Bad+Bunny/_/La+Santa+(with.+Daddy+Yankee),https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
EL MUNDO ES MÍO EL MUNDO ES MÍO,Bad Bunny,1,1,https://www.last.fm/music/Bad+Bunny/_/EL+MUNDO+ES+M%C3%8DO+EL+MUNDO+ES+M%C3%8DO,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
La Zona (BPMLatino Hype Edit) (Dirty Extended),Bad Bunny,1,1,https://www.last.fm/music/Bad+Bunny/_/La+Zona+(BPMLatino+Hype+Edit)+(Dirty+Extended),https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
EFECTO Mensaje SUBLIMINALES (Susurros),Bad Bunny,1,1,https://www.last.fm/music/Bad+Bunny/_/EFECTO+Mensaje+SUBLIMINALES+(Susurros),https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
Titi Me Pregunto 21.10.22,Bad Bunny,1,1,https://www.last.fm/music/Bad+Bunny/_/Titi+Me+Pregunto+21.10.22,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
Te Deso Lo Mejor,Bad Bunny,1,1,https://www.last.fm/music/Bad+Bunny/_/Te+Deso+Lo+Mejor,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
Prayer (By Jgalvez),Bad Bunny,1,1,https://www.last.fm/music/Bad+Bunny/_/Prayer+(By+Jgalvez),https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
Callaita -  DxCrew507.CoM,Bad Bunny,1,1,https://www.last.fm/music/Bad+Bunny/_/Callaita+-++DxCrew507.CoM,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
"Soy Peor Remix Ft J Balvin, Arcangel, Ozuna",Bad Bunny,1,1,"https://www.last.fm/music/Bad+Bunny/_/Soy+Peor+Remix+Ft+J+Balvin,+Arcangel,+Ozuna",https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
Ser Bichote (Spanish / Dirty),Bad Bunny,1,1,https://www.last.fm/music/Bad+Bunny/_/Ser+Bichote+(Spanish+%2F+Dirty),https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
"100 Miilones (Remix) Feat. Farruko, Miky Woodz, Cosculluela, Luar La L",Bad Bunny,1,1,"https://www.last.fm/music/Bad+Bunny/_/100+Miilones+(Remix)+Feat.+Farruko,+Miky+Woodz,+Cosculluela,+Luar+La+L",https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
booker t [Bass Boosted] (𝒔𝒍𝒐𝒘𝒆𝒅 + 𝒓𝒆𝒗𝒆𝒓𝒃),Bad Bunny,1,1,https://www.last.fm/music/Bad+Bunny/_/booker+t+%5BBass+Boosted%5D+(%F0%9D%92%94%F0%9D%92%8D%F0%9D%92%90%F0%9D%92%98%F0%9D%92%86%F0%9D%92%85+%252B+%F0%9D%92%93%F0%9D%92%86%F0%9D%92%97%F0%9D%92%86%F0%9D%92%93%F0%9D%92%83),https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
ALBUM X100PRE COMPLETO,Bad Bunny,1,1,https://www.last.fm/music/Bad+Bunny/_/ALBUM+X100PRE+COMPLETO,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
Que Malo (Feat. Ñenga Flow),Bad Bunny,1,1,https://www.last.fm/music/Bad+Bunny/_/Que+Malo+(Feat.+%C3%91enga+Flow),https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
Vete (Audio from video),Bad Bunny,1,1,https://www.last.fm/music/Bad+Bunny/_/Vete+(Audio+from+video),https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
Callaita (Radio Clean),Bad Bunny,1,1,https://www.last.fm/music/Bad+Bunny/_/Callaita+(Radio+Clean),https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
Mia REACTION REVIEW feat. Drake,Bad Bunny,1,1,https://www.last.fm/music/Bad+Bunny/_/Mia+REACTION+REVIEW+feat.+Drake,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
"Diles (feat. Arcangel, Ñengo Flow, Dj Luian & Mambo Kings)",Bad Bunny,1,1,"https://www.last.fm/music/Bad+Bunny/_/Diles+(feat.+Arcangel,+%C3%91engo+Flow,+Dj+Luian+&+Mambo+Kings)",https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
Ens,Bad Bunny,1,1,https://www.last.fm/music/Bad+Bunny/_/Ens,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
Lean (Prod. Gaston),Bad Bunny,1,1,https://www.last.fm/music/Bad+Bunny/_/Lean+(Prod.+Gaston),https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
MI,Bad Bunny,1,1,https://www.last.fm/music/Bad+Bunny/_/MI,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
YO VISTO ASĂŤ,Bad Bunny,1,1,https://www.last.fm/music/Bad+Bunny/_/YO+VISTO+AS%C4%82%C5%A4,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
Si Tu Novio Te Deja Sola (feat. J Balvin) [Explicit],Bad Bunny,1,1,https://www.last.fm/music/Bad+Bunny/_/Si+Tu+Novio+Te+Deja+Sola+(feat.+J+Balvin)+%5BExplicit%5D,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
Yonaguni (Alex Selas Remix),Bad Bunny,1,1,https://www.last.fm/music/Bad+Bunny/_/Yonaguni+(Alex+Selas+Remix),https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
Party (feat. Rauw Alejandro),Bad Bunny,1,1,https://www.last.fm/music/Bad+Bunny/_/Party+(feat.%C2%A0Rauw+Alejandro),https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
Caro.,Bad Bunny,1,1,https://www.last.fm/music/Bad+Bunny/_/Caro.,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
UN VERANO SIN TI (Album Completo) - REACCION,Bad Bunny,1,1,https://www.last.fm/music/Bad+Bunny/_/UN+VERANO+SIN+TI+(Album+Completo)+-+REACCION,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
Si Veo a Tu Mamá (8d Audio),Bad Bunny,1,1,https://www.last.fm/music/Bad+Bunny/_/Si+Veo+a+Tu+Mam%C3%A1+(8d+Audio),https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
P FKN R Feat Kendo Kaponi & Arcangel,Bad Bunny,1,1,https://www.last.fm/music/Bad+Bunny/_/P+FKN+R+Feat+Kendo+Kaponi+&+Arcangel,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
La Romana FT El Alfa (met El Alfa),Bad Bunny,1,1,https://www.last.fm/music/Bad+Bunny/_/La+Romana+FT+El+Alfa+(met+El+Alfa),https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
Yonaguni  [F],Bad Bunny,1,1,https://www.last.fm/music/Bad+Bunny/_/Yonaguni++%5BF%5D,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
"Pero nunca sola, sola",Bad Bunny,1,1,"https://www.last.fm/music/Bad+Bunny/_/Pero+nunca+sola,+sola",https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
Un Verano Sin Ti | @moreradj,Bad Bunny,1,1,https://www.last.fm/music/Bad+Bunny/_/Un+Verano+Sin+Ti+%7C+@moreradj,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
"Callaíta (Remix) Feat. Jhay Cortéz, Kali Uchis, Zion",Bad Bunny,1,1,"https://www.last.fm/music/Bad+Bunny/_/Calla%C3%ADta+(Remix)+Feat.+Jhay+Cort%C3%A9z,+Kali+Uchis,+Zion",https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
Amorfoda (Francis TRAP VERSION),Bad Bunny,1,1,https://www.last.fm/music/Bad+Bunny/_/Amorfoda+(Francis+TRAP+VERSION),https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
Yo Perreo Sola (AROCK Edit) (Dirty),Bad Bunny,1,1,https://www.last.fm/music/Bad+Bunny/_/Yo+Perreo+Sola+(AROCK+Edit)+(Dirty),https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
AM Remix (feat. Nio Garcia & J Balvin),Bad Bunny,1,1,https://www.last.fm/music/Bad+Bunny/_/AM+Remix+(feat.+Nio+Garcia+&+J+Balvin),https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
De Museo @Imperiodelreggaetonytrap,Bad Bunny,1,1,https://www.last.fm/music/Bad+Bunny/_/De+Museo+@Imperiodelreggaetonytrap,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
Baby Tú Me Gustas (INSTRUMENTAL),Bad Bunny,1,1,https://www.last.fm/music/Bad+Bunny/_/Baby+T%C3%BA+Me+Gustas+(INSTRUMENTAL),https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
24/8,Bad Bunny,1,1,https://www.last.fm/music/Bad+Bunny/_/24%2F8,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
La Corriente [ Feat Tony Dize],Bad Bunny,1,1,https://www.last.fm/music/Bad+Bunny/_/La+Corriente+%5B+Feat+Tony+Dize%5D,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
6 Rings 🙏,Bad Bunny,1,1,https://www.last.fm/music/Bad+Bunny/_/6+Rings+%F0%9F%99%8F,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
BAD BUNNY - BOOKER T _ EL ÚLTIMO TOUR DEL MUNDO [Visualizer](MP3_70K)(MP3_70K),Bad Bunny,1,1,https://www.last.fm/music/Bad+Bunny/_/BAD+BUNNY+-+BOOKER+T+_+EL+%C3%9ALTIMO+TOUR+DEL+MUNDO+%5BVisualizer%5D(MP3_70K)(MP3_70K),https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
"P FKN R (feat. Kendo Kaponi, Arcangel",Bad Bunny,1,1,"https://www.last.fm/music/Bad+Bunny/_/P+FKN+R+(feat.+Kendo+Kaponi,+Arcangel",https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
Tití Me Preguntó (Video Oficial)   Un Verano Sin Ti,Bad Bunny,1,1,https://www.last.fm/music/Bad+Bunny/_/Tit%C3%AD+Me+Pregunt%C3%B3+(Video+Oficial)+++Un+Verano+Sin+Ti,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
Titi Me Pregunto [Johnny I. Bootleg] [Intro Main],Bad Bunny,1,1,https://www.last.fm/music/Bad+Bunny/_/Titi+Me+Pregunto+%5BJohnny+I.+Bootleg%5D+%5BIntro+Main%5D,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
Yo Perreo Sola (Remix) [feat. Nesi y Ivy Queen],Bad Bunny,1,1,https://www.last.fm/music/Bad+Bunny/_/Yo+Perreo+Sola+(Remix)+%5Bfeat.+Nesi+y+Ivy+Queen%5D,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
Tarot (part. Jhay Cortez),Bad Bunny,1,1,https://www.last.fm/music/Bad+Bunny/_/Tarot+(part.+Jhay+Cortez),https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
Dema Ga Ge Gi Go Gu FT El Alfa El Jefe,Bad Bunny,1,1,https://www.last.fm/music/Bad+Bunny/_/Dema+Ga+Ge+Gi+Go+Gu+FT+El+Alfa+El+Jefe,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
6. Neverita,Bad Bunny,1,1,https://www.last.fm/music/Bad+Bunny/_/6.+Neverita,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
Csmo Se Siente,Bad Bunny,1,1,https://www.last.fm/music/Bad+Bunny/_/Csmo+Se+Siente,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
